fonte_recurso,campo,decisao_proposta,destino_finalidade,justificativa_individual,estado
lote,quadra,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,piscina,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,utilizacao,Manter,Ficha territorial,"Natureza, uso e condição patrimonial do lote; úteis à classificação imobiliária, com domínio confirmado antes da elegibilidade.",Proposta de revisão; não implementada
lote,ct_area,Excluir,Não migrar,"Campos de conferência/variação com definição não validada; manter áreas explicitamente tipadas e calcular divergências próprias, sem importar o fluxo interno.",Proposta de revisão; não implementada
lote,ct_observacao_area,Excluir,Não migrar,"Comentários, devolutivas e observações internas; não migrar.",Proposta de revisão; não implementada
lote,id_lote_comum,Manter,Vínculos e identidade,Identificar o lote e suas relações territoriais/condominiais; não equivaler lote a prédio ou unidade.,Proposta de revisão; não implementada
lote,nr_frente,Manter,Ficha territorial,Quantidades/dimensões declaradas; manter conceitos distintos e separar unidades totais de unidades elegíveis/acessórias.,Proposta de revisão; não implementada
lote,id_loteamento,Manter,Vínculos e identidade,Identificar o lote e suas relações territoriais/condominiais; não equivaler lote a prédio ou unidade.,Proposta de revisão; não implementada
lote,profundidade,Manter,Ficha territorial,Quantidades/dimensões declaradas; manter conceitos distintos e separar unidades totais de unidades elegíveis/acessórias.,Proposta de revisão; não implementada
lote,inscricao_topocart,Excluir,Não migrar,Rótulos da origem de levantamento sem relação adicional comprovada; não substituir inscrição e identificação territorial escolhidas.,Proposta de revisão; não implementada
lote,testada_principal,Manter,Ficha territorial,Quantidades/dimensões declaradas; manter conceitos distintos e separar unidades totais de unidades elegíveis/acessórias.,Proposta de revisão; não implementada
lote,pmg_id,Excluir,Não migrar,Identificadores de camadas/sistemas auxiliares sem vínculo necessário demonstrado no modelo; IDs explícitos GEO360 permanecem.,Proposta de revisão; não implementada
lote,ct_observacao_geom,Excluir,Não migrar,"Comentários, devolutivas e observações internas; não migrar.",Proposta de revisão; não implementada
lote,ct_status_alteracao,Excluir,Não migrar,"Controle de trabalho de campo, recadastramento, conferência documental ou edição; não necessário à ficha consolidada.",Proposta de revisão; não implementada
lote,centroide_geom,Manter,Localização,Representação espacial e medidas do lote; validar referência/unidade. Área geométrica não substitui área fiscal.,Proposta de revisão; não implementada
lote,total_imoveis,Manter,Ficha territorial,Quantidades/dimensões declaradas; manter conceitos distintos e separar unidades totais de unidades elegíveis/acessórias.,Proposta de revisão; não implementada
lote,tipo_propriedade,Manter,Ficha territorial,"Natureza, uso e condição patrimonial do lote; úteis à classificação imobiliária, com domínio confirmado antes da elegibilidade.",Proposta de revisão; não implementada
lote,ct_planta_sefic,Excluir,Não migrar,"Controle de trabalho de campo, recadastramento, conferência documental ou edição; não necessário à ficha consolidada.",Proposta de revisão; não implementada
lote,ct_oficio360,Excluir,Não migrar,"Controle de trabalho de campo, recadastramento, conferência documental ou edição; não necessário à ficha consolidada.",Proposta de revisão; não implementada
lote,esgoto,Manter,Ficha territorial,"Características físicas e infraestrutura do lote; traduzir códigos, sem converter qualquer valor preenchido em sim.",Proposta de revisão; não implementada
lote,agua,Manter,Ficha territorial,"Características físicas e infraestrutura do lote; traduzir códigos, sem converter qualquer valor preenchido em sim.",Proposta de revisão; não implementada
lote,fecho,Manter,Ficha territorial,"Características físicas e infraestrutura do lote; traduzir códigos, sem converter qualquer valor preenchido em sim.",Proposta de revisão; não implementada
lote,quadra_tenis,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,churrasqueira_coletiva,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,sauna,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,playground_brinquedoteca,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,elevador,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,academia_ginastica,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,salao_festa,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,espaco_gourmet,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,gerador,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,heliponto,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,escaninhos,Manter,Ficha territorial,Benfeitorias/amenidades do lote ou conjunto; confirmar domínio. Não atribuir propriedade privativa a todas as unidades.,Proposta de revisão; não implementada
lote,nivel,Manter,Ficha territorial,"Características físicas e infraestrutura do lote; traduzir códigos, sem converter qualquer valor preenchido em sim.",Proposta de revisão; não implementada
lote,area_zpa,Excluir,Não migrar,Conceito/unidade de ZPA ainda não definido; não migrar como área consolidada até esclarecimento da Prefeitura.,Proposta de revisão; não implementada
lote,ct_observacao_prefeitura,Excluir,Não migrar,"Comentários, devolutivas e observações internas; não migrar.",Proposta de revisão; não implementada
lote,ct_var_area_terreno,Excluir,Não migrar,"Campos de conferência/variação com definição não validada; manter áreas explicitamente tipadas e calcular divergências próprias, sem importar o fluxo interno.",Proposta de revisão; não implementada
lote,nr_lote_loteamento,Manter,Ficha territorial,Rótulos/endereço/nome do imóvel ou condomínio; úteis à navegação. Confirmar preenchimento e não usar nomes como chave de união.,Proposta de revisão; não implementada
lote,ct_contem_planta,Excluir,Não migrar,"Controle de trabalho de campo, recadastramento, conferência documental ou edição; não necessário à ficha consolidada.",Proposta de revisão; não implementada
lote,id_secao,Manter,Vínculos e identidade,Identificar o lote e suas relações territoriais/condominiais; não equivaler lote a prédio ou unidade.,Proposta de revisão; não implementada
lote,dt_atualizacao_tributario,Manter,Atualidade cadastral,"Data de referência da atualização tributária do lote, distinta da coleta e da edição operacional.",Proposta de revisão; não implementada
lote,nr_predial,Manter,Ficha territorial,Rótulos/endereço/nome do imóvel ou condomínio; úteis à navegação. Confirmar preenchimento e não usar nomes como chave de união.,Proposta de revisão; não implementada
lote,pmg_objectid,Excluir,Não migrar,Identificadores de camadas/sistemas auxiliares sem vínculo necessário demonstrado no modelo; IDs explícitos GEO360 permanecem.,Proposta de revisão; não implementada
lote,nm_lot,Excluir,Não migrar,"Abreviações/aliases de camada sem significado e necessidade confirmados; excluir do recorte, sem presumir equivalência a campos conhecidos.",Proposta de revisão; não implementada
lote,cd_err,Excluir,Não migrar,"Abreviações/aliases de camada sem significado e necessidade confirmados; excluir do recorte, sem presumir equivalência a campos conhecidos.",Proposta de revisão; não implementada
lote,nm_imovel,Manter,Ficha territorial,Rótulos/endereço/nome do imóvel ou condomínio; úteis à navegação. Confirmar preenchimento e não usar nomes como chave de união.,Proposta de revisão; não implementada
lote,pmg_id_dis,Excluir,Não migrar,Identificadores de camadas/sistemas auxiliares sem vínculo necessário demonstrado no modelo; IDs explícitos GEO360 permanecem.,Proposta de revisão; não implementada
lote,pmg_id_qdr,Excluir,Não migrar,Identificadores de camadas/sistemas auxiliares sem vínculo necessário demonstrado no modelo; IDs explícitos GEO360 permanecem.,Proposta de revisão; não implementada
lote,pmg_id_seg,Excluir,Não migrar,Identificadores de camadas/sistemas auxiliares sem vínculo necessário demonstrado no modelo; IDs explícitos GEO360 permanecem.,Proposta de revisão; não implementada
lote,nm,Excluir,Não migrar,"Abreviações/aliases de camada sem significado e necessidade confirmados; excluir do recorte, sem presumir equivalência a campos conhecidos.",Proposta de revisão; não implementada
lote,ci_lot,Excluir,Não migrar,"Abreviações/aliases de camada sem significado e necessidade confirmados; excluir do recorte, sem presumir equivalência a campos conhecidos.",Proposta de revisão; não implementada
lote,ci_qdr,Excluir,Não migrar,"Abreviações/aliases de camada sem significado e necessidade confirmados; excluir do recorte, sem presumir equivalência a campos conhecidos.",Proposta de revisão; não implementada
lote,ci,Excluir,Não migrar,"Abreviações/aliases de camada sem significado e necessidade confirmados; excluir do recorte, sem presumir equivalência a campos conhecidos.",Proposta de revisão; não implementada
lote,x_coord,Excluir,Não migrar,Coordenadas auxiliares de referência não confirmada; geom/centroide/latitude/longitude já cobrem localização com validação.,Proposta de revisão; não implementada
lote,y_coord,Excluir,Não migrar,Coordenadas auxiliares de referência não confirmada; geom/centroide/latitude/longitude já cobrem localização com validação.,Proposta de revisão; não implementada
lote,pmg_id_prc,Excluir,Não migrar,Identificadores de camadas/sistemas auxiliares sem vínculo necessário demonstrado no modelo; IDs explícitos GEO360 permanecem.,Proposta de revisão; não implementada
lote,in_cart,Excluir,Não migrar,"Abreviações/aliases de camada sem significado e necessidade confirmados; excluir do recorte, sem presumir equivalência a campos conhecidos.",Proposta de revisão; não implementada
lote,in_vist,Excluir,Não migrar,"Abreviações/aliases de camada sem significado e necessidade confirmados; excluir do recorte, sem presumir equivalência a campos conhecidos.",Proposta de revisão; não implementada
lote,in_cond,Excluir,Não migrar,"Abreviações/aliases de camada sem significado e necessidade confirmados; excluir do recorte, sem presumir equivalência a campos conhecidos.",Proposta de revisão; não implementada
lote,nm_cond,Manter,Ficha territorial,Rótulos/endereço/nome do imóvel ou condomínio; úteis à navegação. Confirmar preenchimento e não usar nomes como chave de união.,Proposta de revisão; não implementada
lote,created_user,Excluir,Não migrar,Identificação de usuários operadores internos sem função na ficha imobiliária.,Proposta de revisão; não implementada
lote,last_edited_user,Excluir,Não migrar,Identificação de usuários operadores internos sem função na ficha imobiliária.,Proposta de revisão; não implementada
lote,last_edited_date,Excluir,Não migrar,Datas administrativas de criação/edição sem atualização de atributo comprovada; excluir conforme recorte definido.,Proposta de revisão; não implementada
lote,area,Manter,Localização,Representação espacial e medidas do lote; validar referência/unidade. Área geométrica não substitui área fiscal.,Proposta de revisão; não implementada
lote,perimeter,Manter,Localização,Representação espacial e medidas do lote; validar referência/unidade. Área geométrica não substitui área fiscal.,Proposta de revisão; não implementada
lote,latitude,Manter,Localização,Representação espacial e medidas do lote; validar referência/unidade. Área geométrica não substitui área fiscal.,Proposta de revisão; não implementada
lote,longitude,Manter,Localização,Representação espacial e medidas do lote; validar referência/unidade. Área geométrica não substitui área fiscal.,Proposta de revisão; não implementada
edificacao,id,Manter,Vínculos e identidade,Identificar polígono de edificação e vínculos territoriais; unidades se relacionam pela tabela imobiliario_edificacao.,Proposta de revisão; não implementada
edificacao,geom,Manter,Geometria de edificação,Forma/localização e medida da edificação física; não transferir sua área integral para cada unidade.,Proposta de revisão; não implementada
edificacao,dt_criacao,Excluir,Não migrar,Criação do registro geométrico não é data de construção do imóvel; excluir data administrativa.,Proposta de revisão; não implementada
edificacao,pavimentos,Manter,Ficha de edificação,Características físicas da construção; confirmar códigos e unidade de beiral_tam.,Proposta de revisão; não implementada
edificacao,situacaofisica,Manter,Ficha de edificação,Características físicas da construção; confirmar códigos e unidade de beiral_tam.,Proposta de revisão; não implementada
edificacao,beiral,Manter,Ficha de edificação,Características físicas da construção; confirmar códigos e unidade de beiral_tam.,Proposta de revisão; não implementada
edificacao,beiral_tam,Manter,Ficha de edificação,Características físicas da construção; confirmar códigos e unidade de beiral_tam.,Proposta de revisão; não implementada
edificacao,area,Manter,Geometria de edificação,Forma/localização e medida da edificação física; não transferir sua área integral para cada unidade.,Proposta de revisão; não implementada
edificacao,ordem,Excluir,Não migrar,"Sequência/tipologia de levantamento, origem auxiliar, controle de vínculo ou geometria auxiliar sem uso adicional confirmado. Preservar geometria principal e vínculo explícito.",Proposta de revisão; não implementada
edificacao,tipo_edif_mapeamento,Excluir,Não migrar,"Sequência/tipologia de levantamento, origem auxiliar, controle de vínculo ou geometria auxiliar sem uso adicional confirmado. Preservar geometria principal e vínculo explícito.",Proposta de revisão; não implementada
edificacao,id_lote,Manter,Vínculos e identidade,Identificar polígono de edificação e vínculos territoriais; unidades se relacionam pela tabela imobiliario_edificacao.,Proposta de revisão; não implementada
edificacao,id_origem,Excluir,Não migrar,"Sequência/tipologia de levantamento, origem auxiliar, controle de vínculo ou geometria auxiliar sem uso adicional confirmado. Preservar geometria principal e vínculo explícito.",Proposta de revisão; não implementada
edificacao,ct_edificacao_comum,Manter,Apoio à interpretação de área,"Indicador potencial de edificação comum, relevante à distinção comum/privativa; manter com domínio pendente, apesar do prefixo ct_.",Proposta de revisão; não implementada
edificacao,manter_id_lote,Excluir,Não migrar,"Sequência/tipologia de levantamento, origem auxiliar, controle de vínculo ou geometria auxiliar sem uso adicional confirmado. Preservar geometria principal e vínculo explícito.",Proposta de revisão; não implementada
edificacao,tipo_edificacao,Manter,Ficha de edificação,Características físicas da construção; confirmar códigos e unidade de beiral_tam.,Proposta de revisão; não implementada
edificacao,id_area_cadastro,Manter,Vínculos e identidade,Identificar polígono de edificação e vínculos territoriais; unidades se relacionam pela tabela imobiliario_edificacao.,Proposta de revisão; não implementada
edificacao,id_quadra,Manter,Vínculos e identidade,Identificar polígono de edificação e vínculos territoriais; unidades se relacionam pela tabela imobiliario_edificacao.,Proposta de revisão; não implementada
edificacao,ct_observacao_prefeitura,Excluir,Não migrar,Comentário interno de operação; não migrar.,Proposta de revisão; não implementada
edificacao,geom_pos,Excluir,Não migrar,"Sequência/tipologia de levantamento, origem auxiliar, controle de vínculo ou geometria auxiliar sem uso adicional confirmado. Preservar geometria principal e vínculo explícito.",Proposta de revisão; não implementada
edificacao,x_coord,Excluir,Não migrar,Coordenadas auxiliares redundantes e de referência não confirmada; priorizar geometria e coordenadas geográficas validadas.,Proposta de revisão; não implementada
edificacao,y_coord,Excluir,Não migrar,Coordenadas auxiliares redundantes e de referência não confirmada; priorizar geometria e coordenadas geográficas validadas.,Proposta de revisão; não implementada
edificacao,perimeter,Manter,Geometria de edificação,Forma/localização e medida da edificação física; não transferir sua área integral para cada unidade.,Proposta de revisão; não implementada
edificacao,latitude,Manter,Geometria de edificação,Forma/localização e medida da edificação física; não transferir sua área integral para cada unidade.,Proposta de revisão; não implementada
edificacao,longitude,Manter,Geometria de edificação,Forma/localização e medida da edificação física; não transferir sua área integral para cada unidade.,Proposta de revisão; não implementada
vw_itbi,id,Manter,Identidade de evento,Identificar lançamento e IPTU relacionado; vários lançamentos do mesmo imóvel não são duplicação do cadastro.,Proposta de revisão; não implementada
vw_itbi,geom,Excluir,Não migrar,Geometria do lançamento não é necessária ao histórico vinculado por IPTU; usar geometria cadastral validada e evitar duplicação.,Proposta de revisão; não implementada
vw_itbi,isn_ist_lancamento_asg,Manter,Identidade de evento,Identificar lançamento e IPTU relacionado; vários lançamentos do mesmo imóvel não são duplicação do cadastro.,Proposta de revisão; não implementada
vw_itbi,tipo_imovel_lan,Manter,Histórico imobiliário,Classificar imóvel e natureza do evento fiscal; interpretar domínio antes de comparação de transações.,Proposta de revisão; não implementada
vw_itbi,data_lancamento_lan,Manter,Histórico imobiliário,"Data do lançamento fiscal: evento de negócio, não data de operação de usuário. Não confundir com registro em cartório.",Proposta de revisão; não implementada
vw_itbi,qtde_area_terreno_lan,Manter,Histórico imobiliário,"Medidas e valores declarados/avaliados no evento, preservados no histórico. Não sobrescrever cadastro atual nem chamar valor declarado de preço de mercado.",Proposta de revisão; não implementada
vw_itbi,qtde_area_edificada_lan,Manter,Histórico imobiliário,"Medidas e valores declarados/avaliados no evento, preservados no histórico. Não sobrescrever cadastro atual nem chamar valor declarado de preço de mercado.",Proposta de revisão; não implementada
vw_itbi,valr_venal_lan,Manter,Histórico imobiliário,"Medidas e valores declarados/avaliados no evento, preservados no histórico. Não sobrescrever cadastro atual nem chamar valor declarado de preço de mercado.",Proposta de revisão; não implementada
vw_itbi,valr_avaliacao_lan,Manter,Histórico imobiliário,"Medidas e valores declarados/avaliados no evento, preservados no histórico. Não sobrescrever cadastro atual nem chamar valor declarado de preço de mercado.",Proposta de revisão; não implementada
vw_itbi,valr_imposto_lan,Excluir,Não migrar,Valor de imposto cobrado não foi definido como necessidade da ficha/consolidação; manter valores imobiliários do evento.,Proposta de revisão; não implementada
vw_itbi,valr_transacao_lan,Manter,Histórico imobiliário,"Medidas e valores declarados/avaliados no evento, preservados no histórico. Não sobrescrever cadastro atual nem chamar valor declarado de preço de mercado.",Proposta de revisão; não implementada
vw_itbi,info_natureza_lan,Manter,Histórico imobiliário,Classificar imóvel e natureza do evento fiscal; interpretar domínio antes de comparação de transações.,Proposta de revisão; não implementada
vw_itbi,numr_inscricao_lan,Manter,Identidade de evento,Identificar lançamento e IPTU relacionado; vários lançamentos do mesmo imóvel não são duplicação do cadastro.,Proposta de revisão; não implementada
vw_itbi,numr_matrvalida_lan,Excluir,Não migrar,Significado da matrícula de validação não confirmado; não assumir que é matrícula imobiliária nem migrar identificação de operador.,Proposta de revisão; não implementada
vw_itbi,vm2t_avaliacao,Excluir,Não migrar,Métrica derivada de definição não confirmada; manter valor e área do evento e só calcular indicadores com fórmula aprovada.,Proposta de revisão; não implementada
foto_360,id,Manter,Vínculos de mídia,Identificador da captura/mídia; não é identificador do imóvel.,Proposta de revisão; não implementada
foto_360,geom,Manter,Associação de mídia,Localização e direção da captura podem apoiar seleção da fachada; validar vínculo sem atribuir foto automaticamente a todos os imóveis próximos.,Proposta de revisão; não implementada
foto_360,frame,Excluir,Não migrar,Metadados de equipamento/posição detalhada sem necessidade definida para a ficha e visualização propostas.,Proposta de revisão; não implementada
foto_360,altitude,Excluir,Não migrar,Metadados de equipamento/posição detalhada sem necessidade definida para a ficha e visualização propostas.,Proposta de revisão; não implementada
foto_360,azimuth,Manter,Associação de mídia,Localização e direção da captura podem apoiar seleção da fachada; validar vínculo sem atribuir foto automaticamente a todos os imóveis próximos.,Proposta de revisão; não implementada
foto_360,latitude,Manter,Associação de mídia,Localização e direção da captura podem apoiar seleção da fachada; validar vínculo sem atribuir foto automaticamente a todos os imóveis próximos.,Proposta de revisão; não implementada
foto_360,longitude,Manter,Associação de mídia,Localização e direção da captura podem apoiar seleção da fachada; validar vínculo sem atribuir foto automaticamente a todos os imóveis próximos.,Proposta de revisão; não implementada
foto_360,pitch,Excluir,Não migrar,Metadados de equipamento/posição detalhada sem necessidade definida para a ficha e visualização propostas.,Proposta de revisão; não implementada
foto_360,roll,Excluir,Não migrar,Metadados de equipamento/posição detalhada sem necessidade definida para a ficha e visualização propostas.,Proposta de revisão; não implementada
foto_360,link_interno,Excluir,Não migrar,"Endereço interno da infraestrutura de mídia; usar link_foto previsto para acesso, sem transportar rotas internas.",Proposta de revisão; não implementada
foto_360,dt_criacao,Excluir,Não migrar,Criação do registro pode ser importação; data de captura não foi comprovada. Excluir até existir campo/documentação que represente a fotografia real.,Proposta de revisão; não implementada
foto_360,link_foto,Manter,Mídia,Link da imagem para uso imobiliário sob demanda; validar disponibilidade e associação. Não baixar imagens em massa por padrão.,Proposta de revisão; não implementada
foto_360,sensor,Excluir,Não migrar,Metadados de equipamento/posição detalhada sem necessidade definida para a ficha e visualização propostas.,Proposta de revisão; não implementada
foto_360,altura_ref,Excluir,Não migrar,Metadados de equipamento/posição detalhada sem necessidade definida para a ficha e visualização propostas.,Proposta de revisão; não implementada
vw_midia_foto_fachada,id_midia,Manter,Vínculos de mídia,Resolver vínculo tipado com entidade de origem; id_origem só faz sentido junto de nome_camada.,Proposta de revisão; não implementada
vw_midia_foto_fachada,geom,Excluir,Não migrar,Vínculo tipado é a referência preferida para a fachada; geometria duplicada não é necessária no recorte inicial.,Proposta de revisão; não implementada
vw_midia_foto_fachada,id_origem,Manter,Vínculos de mídia,Resolver vínculo tipado com entidade de origem; id_origem só faz sentido junto de nome_camada.,Proposta de revisão; não implementada
vw_midia_foto_fachada,nome_camada,Manter,Vínculos de mídia,Resolver vínculo tipado com entidade de origem; id_origem só faz sentido junto de nome_camada.,Proposta de revisão; não implementada
vw_midia_foto_fachada,link,Manter,Mídia,Selecionar link principal e condição da foto; confirmar domínio e associação ao imóvel/lote.,Proposta de revisão; não implementada
vw_midia_foto_fachada,principal,Manter,Mídia,Selecionar link principal e condição da foto; confirmar domínio e associação ao imóvel/lote.,Proposta de revisão; não implementada
vw_midia_foto_fachada,dt_criacao,Excluir,Não migrar,"Datas de criação/edição da associação de mídia, não captura da foto; atualização local de disponibilidade será registrada pelo CRM.",Proposta de revisão; não implementada
vw_midia_foto_fachada,ultimo_update,Excluir,Não migrar,"Datas de criação/edição da associação de mídia, não captura da foto; atualização local de disponibilidade será registrada pelo CRM.",Proposta de revisão; não implementada
vw_midia_foto_fachada,situacao_foto,Manter,Mídia,Selecionar link principal e condição da foto; confirmar domínio e associação ao imóvel/lote.,Proposta de revisão; não implementada
bairro,id,Manter,Endereço,"Traduzir ID/código municipal e nome do bairro para endereço, sem importar metadados de operação.",Proposta de revisão; não implementada
bairro,codigo,Manter,Endereço,"Traduzir ID/código municipal e nome do bairro para endereço, sem importar metadados de operação.",Proposta de revisão; não implementada
bairro,nome,Manter,Endereço,"Traduzir ID/código municipal e nome do bairro para endereço, sem importar metadados de operação.",Proposta de revisão; não implementada
secao,id,Manter,Endereço,Relacionar trecho a logradouro/bairro e interpretar CEP por trecho; não trocar pelo CEP de correspondência.,Proposta de revisão; não implementada
secao,cep,Manter,Endereço,Relacionar trecho a logradouro/bairro e interpretar CEP por trecho; não trocar pelo CEP de correspondência.,Proposta de revisão; não implementada
secao,cep_final,Manter,Endereço,Relacionar trecho a logradouro/bairro e interpretar CEP por trecho; não trocar pelo CEP de correspondência.,Proposta de revisão; não implementada
secao,id_logradouro,Manter,Endereço,Relacionar trecho a logradouro/bairro e interpretar CEP por trecho; não trocar pelo CEP de correspondência.,Proposta de revisão; não implementada
secao,id_bairro,Manter,Endereço,Relacionar trecho a logradouro/bairro e interpretar CEP por trecho; não trocar pelo CEP de correspondência.,Proposta de revisão; não implementada
logradouro,id,Manter,Endereço,Traduzir código/ID e compor nome/tipo de logradouro; validar vínculo de bairro sem assumir equivalência numérica.,Proposta de revisão; não implementada
logradouro,codigo,Manter,Endereço,Traduzir código/ID e compor nome/tipo de logradouro; validar vínculo de bairro sem assumir equivalência numérica.,Proposta de revisão; não implementada
logradouro,nome,Manter,Endereço,Traduzir código/ID e compor nome/tipo de logradouro; validar vínculo de bairro sem assumir equivalência numérica.,Proposta de revisão; não implementada
logradouro,tipo_logradouro,Manter,Endereço,Traduzir código/ID e compor nome/tipo de logradouro; validar vínculo de bairro sem assumir equivalência numérica.,Proposta de revisão; não implementada
logradouro,codigo_bairro,Manter,Endereço,Traduzir código/ID e compor nome/tipo de logradouro; validar vínculo de bairro sem assumir equivalência numérica.,Proposta de revisão; não implementada
imobiliario_pessoa,id,Manter,Vínculos de pessoa,"Preservar relação tipada entre pessoa e imóvel. Confirmar tipo; não equiparar contribuinte, responsável e proprietário atual.",Proposta de revisão; não implementada
imobiliario_pessoa,id_pessoa,Manter,Vínculos de pessoa,"Preservar relação tipada entre pessoa e imóvel. Confirmar tipo; não equiparar contribuinte, responsável e proprietário atual.",Proposta de revisão; não implementada
imobiliario_pessoa,id_imobiliario,Manter,Vínculos de pessoa,"Preservar relação tipada entre pessoa e imóvel. Confirmar tipo; não equiparar contribuinte, responsável e proprietário atual.",Proposta de revisão; não implementada
imobiliario_pessoa,tipo,Manter,Vínculos de pessoa,"Preservar relação tipada entre pessoa e imóvel. Confirmar tipo; não equiparar contribuinte, responsável e proprietário atual.",Proposta de revisão; não implementada
imobiliario_pessoa,dt_criacao,Excluir,Não migrar,Data de criação do vínculo no sistema não comprova aquisição/titularidade; excluir da base consolidada.,Proposta de revisão; não implementada
imobiliario_edificacao,id,Manter,Vínculos de edificação,"Relacionar unidade e edificação; parcela deve ficar como apoio com significado pendente, sem converter automaticamente em fração de área.",Proposta de revisão; não implementada
imobiliario_edificacao,id_imobiliario,Manter,Vínculos de edificação,"Relacionar unidade e edificação; parcela deve ficar como apoio com significado pendente, sem converter automaticamente em fração de área.",Proposta de revisão; não implementada
imobiliario_edificacao,id_edificacao,Manter,Vínculos de edificação,"Relacionar unidade e edificação; parcela deve ficar como apoio com significado pendente, sem converter automaticamente em fração de área.",Proposta de revisão; não implementada
imobiliario_edificacao,parcela,Manter,Vínculos de edificação,"Relacionar unidade e edificação; parcela deve ficar como apoio com significado pendente, sem converter automaticamente em fração de área.",Proposta de revisão; não implementada
imobiliario_edificacao,dt_criacao,Excluir,Não migrar,"Data administrativa de criação do vínculo, sem relação comprovada com construção/aquisição.",Proposta de revisão; não implementada
